Date Reported,Company,Product,Reason,Severity Class,Status,State
20260617,SUN PHARMACEUTICAL INDUSTRIES INC,"Budesonide Inhalation Suspension, 1mg/2mL, 30 x 2 mL Sterile Single-Dose Ampules (5 Single-Dose Ampules per pouch, 6 pouches per carton, Distributed by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512, Manufactured by: Sun Pharmaceutical Industries Limited, Baska Ujeti Road, Ujeti Halol-289350, Gujarat, India, NDC 47335-633-49.",Presence of Foreign Substance:This recall has been initiated in response to a product quality complaint reported for black/brown specs and particles within the ampoule solution,Class II,Ongoing,NJ
20260617,Zep Inc,"Zep, Alcohol Sanitizer Spray, Ethanol 70%, Net Contents 55 Gallons 208 Liters, Made in USA, A Zep Inc. Brand, Distributed by: Zap Inc., 350 Joe Frank Harris Parkway, SE, Emerson, GA 30137, NDC 66949-133-85.",Microbial contamination of sterile products,Class II,Ongoing,GA
20260617,"Breckenridge Pharmaceutical, Inc.","Duloxetine Delayed-Release Capsules, USP, 60mg, packaged in a) 90 Capsules (NDC 51991-748-90); b) 1000 Capsules (51991-748-10), Rx Only, Mfr. by: Towa Pharmaceutical Europe, S.L. Martorelles, (Barcelona), Spain, Dist. by: Breckenridge Pharmaceuticals, Inc., Berkeley Heights, NJ 07922.",CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit,Class II,Ongoing,NJ
20260617,"Fresenius Kabi USA, LLC","Epinephrine Injection, USP, 1mg/mL, 1 mL single-dose vial, Rx only, Fresenius Kabi, Lake Zurich, IL 60047, NDC 63323-696-02 (vial), NDC 63323-696-25 (carton)",Failed Impurities/Degradations Specifications,Class III,Ongoing,IL
20260617,SUN PHARMACEUTICAL INDUSTRIES INC,"DOXOrubin Hydrochloride Liposome injection, 50 mg/25 mL (2mg/mL), 25 mL single-dose vials, Sterile, Rx only, Manufactured for: Northstar Rx LLC., Memphis, TN 38141, Manufactured by: Sun Pharmaceutical Ind. Ltd., Halol-Baroda Highway, Halol, Gujarat, India, NDC 72603-200-01.",Presence of Particulate matter: Particulate matter identified as glass.,Class I,Ongoing,NJ
20260617,"Breckenridge Pharmaceutical, Inc.","Duloxetine Delayed-Release Capsules, USP, 30mg, 1000 Capsule bottles, Rx only, Manufactured. by: Towa Pharmaceutical Europe, S.L. Martorelles, (Barcelona), Spain, Distributed by: Breckenridge Pharmaceuticals, Inc., Berkeley Heights, NJ 07922. NDC 51991-747-10",CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit,Class II,Ongoing,NJ
20260617,"Amneal Pharmaceuticals, LLC","Primidone Tablets, USP, 50 mg, 100 Tablets per Bottle, Rx only, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd., Oral Solid Dosage Unit, Ahmedabad 382213, INDIA.  Distributed by: Amneal Pharmaceuticals LLC, Bridgewater, NJ 08807.  NDC: 53746-544-01",Cross Contamination with Other Products: due to a potential for cross-contamination with Acemetacin API due to an issue at the API manufacturer.,Class III,Ongoing,NJ
20260617,Golden State Medical Supply Inc.,"GSMS Incorporated, NIACIN EXTENDED-RELEASE TABLETS, USP, 1,000 MG, 90 tablets, Rx only, Manufactured by Kremers Urban Pharmaceuticals Inc., a subsidiary of Lannett, Inc., Seymour, IN 47274, Packaged by GSMS Incorporated, Camarillo, CA 93012. NDC 51407-268-90.","Failed Dissolution Specifications: During 12-month long-term stability testing, subject lot was out of specification (low) for stage 3 dissolution at the 24-hour timepoint.",Class II,Ongoing,CA
20260610,Guardian Drug Co. Inc.,"HALEON CALCIUM CARBONATE TUMS ANTACID, Assorted Fruit Tablets, 1000 mg, 160-count bottle, Haleon, Warren, NJ 07059, UPC 3 07660 74610 2.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,"Spectra Medical Devices, Llc","Lidocaine HCl Injection USP, 25x5 mL, Single-Dose Ampules, Rx Only, Distributed by: Spectra Medical Devices, LLC, Wilmington, Made in S. Korea, NDC 65282-1605-1.",Lack of Assurance of Sterility,Class II,Ongoing,MA
20260610,Guardian Drug Co. Inc.,"HyVee, Ultra Strength Antacid, Calcium Carbonate 1000 mg, 72 CHEWABLE TABLETS, DISTRIBUTED BY: HY-VEE INC., Inc., WEST DES MOINES, IA 50266, UPC: 0 75450 82514 5.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"CAREone, EXTRA STRENGTH CALCIUM ANTACID, Calcium Carbonate 750 mg, 96 chewable Tablets, Distributed by: FOODHOLD U.S.A, LLC, LANDOVER, MD 20785, NDC 72476-127-80.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"HyVee, Extra Strength Antacid, Calcium Carbonate 750 mg, 96 CHEWABLE TABLETS, DISTRIBUTED BY: HY-VEE INC., Inc., WEST DES MOINES, IA 50266, UPC: 0 75450 82497 1.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Eugia US LLC,"Lidocaine HCl Injection, USP 2%, 40 mg/2 mL (20 mg/mL), 2 mL per Single-Dose Vial, Rx Only, Mfd. in India for: Eugia US LLC, E. Windsor, NJ 08520.  NDC: 55150-164-02","Labeling: Not Elsewhere Classified: The label wrap covers the barcode, making it hard to scan",Class III,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"TopCare health, ULTRA STRENGTH, Antacid Tablets, CALCIUM CARBONATE 1000mg, 72 CHEWABLE TABLETS, DISTRIBUTED BY TOPCO ASSOCIATES LLC.,ELK GROVE VILLAGE, IL 60007, NDC 76162-129-68.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"GOODSENSE Ultra Strength, Antacid TABLETS, Calcium Carbonate 1000 mg, 72 Chewable Tablets, Distributed by: Geiss, Destin & Dunn, inc., Peachtree City, GA, NDC 50804-171-68.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"HALEON CALCIUM CARBONATE TUMS ANTACID, Assorted Fruit Tablets, 750 mg, 330-count bottle, Haleon, Warren, NJ 07059, UPC 3 0766  3072 10 9.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"DISCOUNT drug mart, EXTRA STRENGTH, ANTACID TABLETS, Calcium Carbonate 750 mg, 96 Tablets, Distributed by: Drug Mart- Food Fair Medina, OH 44256, UPC: 0 93351 03992 8.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"CAREone, ULTRA STRENGTH CALCIUM ANTACID, Calcium Carbonate 1000 mg, 72 chewable Tablets, Distributed by: FOODHOLD U.S.A, LLC, LANDOVER, MD 20785, NDC 72476-178-23.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"EQUALINE ultra strength, antacid tablets, calcium carbonate 1000mg, 72 chewable tablets, DISTRIBUTED BY SUPERVALU INC.,EDEN PRARIE, MN 55344 USA, NDC 41163-171-68.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"GOODSENSE Extra Strength, Antacid TABLETS, Calcium Carbonate 750 mg, 96 Chewable Tablets, Distributed by: Geiss, Destin & Dunn, inc., Peachtree City, GA, NDC 50804-129-22.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"EQUALINE extra strength, antacid tablets, calcium carbonate 750mg, 96 chewable tablets, DISTRIBUTED BY SUPERVALU INC.,EDEN PRARIE, MN 55344 USA, NDC 41163-129-22.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"Good Neighbor Pharmacy, extra strength Antacid Calcium Carbonate 1000 mg, 72 chewable tablets, Distributed by: Amerisourcebergen, 1 West First Avenue, Conshohocken, PA, 19428, NDC 24385-595-23.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,SUN PHARMACEUTICAL INDUSTRIES INC,"Xyvona (levorphanol tartrate tablets), 2mg, 100 Tablets, Rx only, Forte BioPharma, Manufactured by: Ohm Laboratories Inc., New Brunswick, NJ 08901, Distributed by: Fort Bio-Pharma, LLC., Las Vegas, NV 89113, NDC 72245-762-10",Labeling: Not Elsewhere Classified. This recall has been initiated in response to the denial by FDA of marketing the product under the proprietary name Xyvona,Class II,Ongoing,NJ
20260610,Guardian Drug Co. Inc.,"Extra strength Antacid Calcium Carbonate 750 mg, chewable tablets, 96-count bottle, DISTRIBUTED BY CASEY'S MARKETING COMPANY, ANKENY, IA 50521, UPC: 0 98437 24361 9.",Presence of foreign substance: small metallic particles in chewable tablets.,Class II,Ongoing,NJ
20260610,"Ascend Laboratories, LLC","Amlodipine and Olmesartan Medoxomil Tablets, 5mg/40mg, Rx Only, 30-count bottle, Manufactured by: Alkem Laboratories Ltd., India, Distributed by: Ascend Laboratories, LLC., Parsippany, NJ 07054, NDC 67877-501-30.",Failed Dissolution Specifications: Olmesartan Medoxomil content below specifications,Class II,Ongoing,NJ
20260610,Asclemed USA Inc.,"Duloxetine DR Capsules, 30 mg, 30 count bottles, Rx, Relabeled by: Enovachem Pharmaceuticals, Torrance, CA 90501, NDC 76420-634-30, Marketed by: Ajanta Pharma USA Inc.","CGMP Deviations; presence of Nitrosamine Drug Substance Related Impurity (NDSRI), N-nitroso-duloxetine, above the FDA acceptable intake limit.",Class II,Ongoing,CA
